Date,goldAM,goldPM,silver,platinumAM,platinumPM,palladiumAM,palladiumPM,Platinum,Palladium,Rhodium,Iridium,Ruthenium
1998-10-19,,,,,,,,343.0,281.5,660.0,430.0,44.0
1998-10-20,,,,,,,,337.25,276.75,660.0,430.0,44.0
1998-10-21,,,,,,,,339.75,277.75,660.0,430.0,44.0
1998-10-22,,,,,,,,339.25,277.75,660.0,430.0,44.0
1998-10-23,,,,,,,,338.5,278.75,660.0,430.0,44.0
1998-10-26,,,,,,,,339.75,279.75,660.0,430.0,44.0
1998-10-27,,,,,,,,342.0,283.5,660.0,430.0,44.0
1998-10-28,,,,,,,,341.0,287.5,660.0,420.0,43.0
1998-10-29,,,,,,,,338.25,281.25,660.0,420.0,43.0
1998-10-30,,,,,,,,336.25,280.0,660.0,420.0,43.0
1998-11-02,,,,,,,,336.75,278.25,660.0,420.0,43.0
1998-11-03,,,,,,,,338.75,277.0,660.0,420.0,43.0
1998-11-04,,,,,,,,342.5,277.5,660.0,420.0,43.0
1998-11-05,,,,,,,,346.75,280.0,660.0,420.0,43.0
1998-11-06,,,,,,,,344.75,278.5,660.0,420.0,43.0
1998-11-09,,,,,,,,340.25,276.75,660.0,420.0,43.0
1998-11-10,,,,,,,,338.25,276.5,660.0,420.0,43.0
1998-11-11,,,,,,,,339.25,277.0,660.0,420.0,43.0
1998-11-12,,,,,,,,345.5,279.5,660.0,420.0,43.0
1998-11-13,,,,,,,,352.0,281.75,660.0,420.0,43.0
1998-11-16,,,,,,,,347.0,279.75,660.0,420.0,43.0
1998-11-17,,,,,,,,350.25,282.25,660.0,420.0,43.0
1998-11-18,,,,,,,,352.0,287.25,660.0,420.0,43.0
1998-11-19,,,,,,,,359.25,301.75,660.0,420.0,43.0
1998-11-20,,,,,,,,359.5,306.25,660.0,420.0,43.0
1998-11-23,,,,,,,,356.5,295.75,660.0,420.0,43.0
1998-11-24,,,,,,,,352.75,284.25,660.0,420.0,43.0
1998-11-25,,,,,,,,355.25,282.0,660.0,420.0,43.0
1998-11-26,,,,,,,,352.75,281.25,660.0,420.0,43.0
1998-11-27,,,,,,,,352.5,281.0,660.0,420.0,43.0
1998-11-30,,,,,,,,354.75,278.25,660.0,420.0,43.0
1998-12-01,,,,,,,,353.25,279.0,660.0,420.0,43.0
1998-12-02,,,,,,,,349.75,277.25,660.0,420.0,43.0
1998-12-03,,,,,,,,347.0,278.0,660.0,420.0,43.0
1998-12-04,,,,,,,,349.25,278.0,660.0,420.0,43.0
1998-12-07,,,,,,,,349.5,277.5,660.0,420.0,43.0
1998-12-08,,,,,,,,347.5,276.5,660.0,420.0,43.0
1998-12-09,,,,,,,,349.75,283.25,662.5,417.5,42.5
1998-12-10,,,,,,,,353.5,294.75,670.0,410.0,41.0
1998-12-11,,,,,,,,353.0,303.0,672.5,410.0,41.0
1998-12-14,,,,,,,,349.75,297.75,690.0,410.0,41.0
1998-12-15,,,,,,,,351.25,298.25,705.0,410.0,41.0
1998-12-16,,,,,,,,354.0,309.5,727.5,410.0,41.0
1998-12-17,,,,,,,,357.5,327.25,750.0,410.0,41.0
1998-12-18,,,,,,,,349.0,316.0,765.0,410.0,41.0
1998-12-21,,,,,,,,347.25,315.0,780.0,410.0,41.0
1998-12-22,,,,,,,,347.25,320.0,780.0,410.0,41.0
1998-12-23,,,,,,,,346.75,315.5,780.0,410.0,41.0
1998-12-24,,,,,,,,347.5,314.0,780.0,410.0,41.0
1998-12-28,,,,,,,,349.75,315.75,780.0,410.0,41.0
1998-12-29,,,,,,,,351.75,325.5,780.0,410.0,41.0
1998-12-30,,,,,,,,359.25,332.0,780.0,410.0,41.0
1998-12-31,,,,,,,,363.0,335.25,780.0,410.0,41.0
1999-01-04,,,,,,,,363.0,336.75,780.0,410.0,41.0
1999-01-05,,,,,,,,362.75,338.75,780.0,410.0,41.0
1999-01-06,,,,,,,,360.75,333.0,780.0,410.0,41.0
1999-01-07,,,,,,,,358.25,320.75,780.0,410.0,41.0
1999-01-08,,,,,,,,362.0,320.75,780.0,410.0,41.0
1999-01-11,,,,,,,,361.25,320.5,785.0,410.0,41.0
1999-01-12,,,,,,,,362.75,322.25,795.0,410.0,41.0
1999-01-13,,,,,,,,356.0,318.0,808.75,410.0,41.0
1999-01-14,,,,,,,,354.75,316.0,831.25,411.25,41.0
1999-01-15,,,,,,,,353.0,316.5,855.0,415.0,41.0
1999-01-18,,,,,,,,355.25,319.75,863.75,415.0,41.0
1999-01-19,,,,,,,,354.0,323.5,881.25,415.0,41.0
1999-01-20,,,,,,,,355.0,326.75,900.0,415.0,41.0
1999-01-21,,,,,,,,355.0,325.5,900.0,415.0,41.0
1999-01-22,,,,,,,,353.5,324.5,900.0,415.0,41.0
1999-01-25,,,,,,,,352.0,325.5,900.0,415.0,41.0
1999-01-26,,,,,,,,353.5,330.0,900.0,415.0,41.0
1999-01-27,,,,,,,,352.0,332.0,900.0,415.0,41.0
1999-01-28,,,,,,,,346.75,333.5,900.0,415.0,41.0
1999-01-29,,,,,,,,346.25,336.5,900.0,415.0,41.0
1999-02-01,,,,,,,,347.5,342.75,895.0,415.0,41.0
1999-02-02,,,,,,,,351.25,346.25,890.0,415.0,41.0
1999-02-03,,,,,,,,355.0,349.0,890.0,415.0,41.0
1999-02-04,,,,,,,,355.75,358.5,890.0,415.0,41.0
1999-02-05,,,,,,,,359.75,360.25,890.0,415.0,41.0
1999-02-08,,,,,,,,354.5,348.0,890.0,415.0,41.0
1999-02-09,,,,,,,,355.5,349.5,890.0,415.0,41.0
1999-02-10,,,,,,,,359.5,361.75,890.0,415.0,41.0
1999-02-11,,,,,,,,361.25,361.0,890.0,415.0,41.0
1999-02-12,,,,,,,,365.0,360.0,890.0,415.0,41.0
1999-02-15,,,,,,,,370.75,361.75,890.0,415.0,41.0
1999-02-16,,,,,,,,366.5,362.0,890.0,415.0,41.0
1999-02-17,,,,,,,,364.5,356.0,890.0,415.0,41.0
1999-02-18,,,,,,,,373.0,356.5,890.0,415.0,41.0
1999-02-19,,,,,,,,377.75,362.25,890.0,415.0,41.0
1999-02-22,,,,,,,,375.25,357.5,890.0,415.0,41.0
1999-02-23,,,,,,,,379.0,352.0,890.0,415.0,41.0
1999-02-24,,,,,,,,386.0,353.5,890.0,415.0,41.0
1999-02-25,,,,,,,,383.0,357.0,890.0,415.0,41.0
1999-02-26,,,,,,,,382.0,358.0,890.0,415.0,41.0
1999-03-01,,,,,,,,381.25,358.0,890.0,415.0,41.0
1999-03-02,,,,,,,,379.5,357.0,890.0,415.0,41.0
1999-03-03,,,,,,,,374.75,356.25,890.0,415.0,40.75
1999-03-04,,,,,,,,373.25,352.5,890.0,415.0,40.0
1999-03-05,,,,,,,,375.0,352.75,890.0,415.0,40.0
1999-03-08,,,,,,,,377.0,351.0,890.0,415.0,40.0
1999-03-09,,,,,,,,378.25,352.0,890.0,415.0,40.0
1999-03-10,,,,,,,,372.75,350.25,890.0,415.0,40.0
1999-03-11,,,,,,,,370.25,351.25,890.0,415.0,40.0
1999-03-12,,,,,,,,369.75,355.0,890.0,415.0,40.0
1999-03-15,,,,,,,,366.5,354.25,890.0,415.0,40.0
1999-03-16,,,,,,,,366.25,355.0,890.0,415.0,40.0
1999-03-17,,,,,,,,368.0,356.25,890.0,415.0,40.0
1999-03-18,,,,,,,,368.5,354.0,890.0,415.0,40.0
1999-03-19,,,,,,,,370.0,354.5,890.0,415.0,40.0
1999-03-22,,,,,,,,372.75,361.75,890.0,415.0,40.0
1999-03-23,,,,,,,,374.0,359.75,887.5,415.0,40.0
1999-03-24,,,,,,,,375.25,358.75,880.0,415.0,40.0
1999-03-25,,,,,,,,372.5,360.75,880.0,415.0,40.0
1999-03-26,,,,,,,,373.25,372.5,880.0,415.0,40.0
1999-03-29,,,,,,,,370.5,371.5,880.0,415.0,40.0
1999-03-30,,,,,,,,362.5,365.75,880.0,415.0,40.0
1999-03-31,,,,,,,,363.0,365.0,880.0,415.0,40.0
1999-04-01,,,,,,,,363.0,359.0,880.0,415.0,40.0
1999-04-05,,,,,,,,363.0,359.0,880.0,415.0,40.0
1999-04-06,,,,,,,,358.0,361.5,880.0,415.0,40.0
1999-04-07,,,,,,,,357.5,364.0,880.0,415.0,40.0
1999-04-08,,,,,,,,357.25,367.25,880.0,415.0,40.0
1999-04-09,,,,,,,,358.0,362.5,880.0,415.0,40.0
1999-04-12,,,,,,,,360.75,368.0,865.0,415.0,40.0
1999-04-13,,,,,,,,360.25,368.5,850.0,415.0,40.0
1999-04-14,,,,,,,,361.0,370.75,850.0,415.0,40.0
1999-04-15,,,,,,,,360.25,370.25,850.0,415.0,40.0
1999-04-16,,,,,,,,362.0,372.0,850.0,415.0,40.0
1999-04-19,,,,,,,,365.25,379.75,852.5,415.0,40.0
1999-04-20,,,,,,,,366.25,388.5,860.0,415.0,40.0
1999-04-21,,,,,,,,362.25,385.0,860.0,415.0,40.0
1999-04-22,,,,,,,,359.75,377.25,860.0,415.0,40.0
1999-04-23,,,,,,,,357.25,371.0,860.0,415.0,40.0
1999-04-26,,,,,,,,356.0,359.0,860.0,415.0,40.0
1999-04-27,,,,,,,,356.25,355.5,860.0,415.0,40.0
1999-04-28,,,,,,,,355.5,351.5,860.0,415.0,40.0
1999-04-29,,,,,,,,352.5,339.5,860.0,415.0,40.0
1999-04-30,,,,,,,,352.0,332.75,860.0,415.0,40.0
1999-05-03,,,,,,,,354.75,308.25,860.0,415.0,40.0
1999-05-04,,,,,,,,350.25,299.5,860.0,415.0,40.0
1999-05-05,,,,,,,,351.25,294.0,860.0,415.0,40.0
1999-05-06,,,,,,,,354.25,305.5,860.0,415.0,40.0
1999-05-07,,,,,,,,358.25,327.25,860.0,415.0,40.0
1999-05-10,,,,,,,,356.0,332.5,860.0,415.0,40.0
1999-05-11,,,,,,,,355.0,332.5,860.0,415.0,39.5
1999-05-12,,,,,,,,356.75,338.25,860.0,415.0,39.0
1999-05-13,,,,,,,,357.5,342.25,860.0,415.0,39.0
1999-05-14,,,,,,,,357.75,346.0,860.0,415.0,39.0
1999-05-17,,,,,,,,355.5,343.75,860.0,415.0,39.0
1999-05-18,,,,,,,,355.5,343.75,860.0,415.0,39.0
1999-05-19,,,,,,,,356.0,342.5,860.0,415.0,39.0
1999-05-20,,,,,,,,356.0,336.0,865.0,415.0,39.0
1999-05-21,,,,,,,,358.25,334.5,880.0,415.0,39.0
1999-05-24,,,,,,,,358.0,334.5,880.0,415.0,39.0
1999-05-25,,,,,,,,358.25,333.75,885.0,415.0,39.0
1999-05-26,,,,,,,,360.5,340.0,905.0,415.0,39.0
1999-05-27,,,,,,,,364.25,344.0,922.5,415.0,39.0
1999-05-28,,,,,,,,366.5,343.75,930.0,415.0,39.0
1999-05-31,,,,,,,,365.0,343.0,930.0,415.0,39.0
1999-06-01,,,,,,,,363.25,343.25,930.0,415.0,39.0
1999-06-02,,,,,,,,362.75,345.5,930.0,415.0,39.0
1999-06-03,,,,,,,,364.5,347.0,930.0,415.0,39.0
1999-06-04,,,,,,,,368.0,346.5,930.0,415.0,39.0
1999-06-07,,,,,,,,366.75,347.25,930.0,415.0,39.0
1999-06-08,,,,,,,,363.25,348.0,930.0,415.0,39.0
1999-06-09,,,,,,,,365.5,351.5,930.0,415.0,39.0
1999-06-10,,,,,,,,368.75,354.75,930.0,415.0,39.0
1999-06-11,,,,,,,,368.25,350.25,930.0,415.0,39.0
1999-06-14,,,,,,,,366.0,343.0,930.0,415.0,39.0
1999-06-15,,,,,,,,362.25,341.0,930.0,415.0,39.0
1999-06-16,,,,,,,,356.25,341.75,930.0,415.0,39.0
1999-06-17,,,,,,,,354.0,341.25,930.0,415.0,39.0
1999-06-18,,,,,,,,352.0,344.0,930.0,415.0,39.0
1999-06-21,,,,,,,,352.0,343.0,930.0,415.0,39.0
1999-06-22,,,,,,,,346.5,337.0,930.0,415.0,39.0
1999-06-23,,,,,,,,347.25,334.25,930.0,415.0,39.0
1999-06-24,,,,,,,,349.25,332.25,930.0,415.0,39.0
1999-06-25,,,,,,,,350.5,334.5,930.0,415.0,39.0
1999-06-28,,,,,,,,348.25,331.75,930.0,415.0,39.0
1999-06-29,,,,,,,,349.75,329.0,930.0,415.0,39.0
1999-06-30,,,,,,,,350.0,325.5,930.0,415.0,39.0
1999-07-01,,,,,,,,352.5,325.0,930.0,415.0,39.0
1999-07-02,,,,,,,,350.75,324.75,930.0,415.0,39.0
1999-07-05,,,,,,,,348.5,320.25,930.0,415.0,39.0
1999-07-06,,,,,,,,347.5,318.25,930.0,415.0,39.0
1999-07-07,,,,,,,,347.0,320.0,930.0,415.0,39.0
1999-07-08,,,,,,,,350.75,328.0,930.0,415.0,39.0
1999-07-09,,,,,,,,354.0,335.5,930.0,415.0,39.0
1999-07-12,,,,,,,,353.5,336.0,930.0,415.0,39.0
1999-07-13,,,,,,,,350.25,337.5,930.0,415.0,39.0
1999-07-14,,,,,,,,348.75,340.25,930.0,415.0,39.0
1999-07-15,,,,,,,,349.0,342.75,930.0,415.0,39.0
1999-07-16,,,,,,,,350.5,339.75,930.0,415.0,39.0
1999-07-19,,,,,,,,349.5,340.0,930.0,415.0,39.0
1999-07-20,,,,,,,,351.5,340.0,930.0,415.0,39.0
1999-07-21,,,,,,,,354.25,340.5,930.0,415.0,39.0
1999-07-22,,,,,,,,354.0,344.25,930.0,415.0,39.0
1999-07-23,,,,,,,,355.75,345.75,930.0,415.0,39.0
1999-07-26,,,,,,,,354.75,346.0,930.0,415.0,39.0
1999-07-27,,,,,,,,354.0,345.0,930.0,415.0,39.0
1999-07-28,,,,,,,,345.0,339.25,930.0,415.0,39.0
1999-07-29,,,,,,,,345.0,343.5,930.0,415.0,39.0
1999-07-30,,,,,,,,347.75,344.0,930.0,415.0,39.0
1999-08-02,,,,,,,,344.75,338.0,930.0,415.0,39.0
1999-08-03,,,,,,,,349.5,338.25,930.0,415.0,39.0
1999-08-04,,,,,,,,352.75,341.75,930.0,415.0,39.0
1999-08-05,,,,,,,,354.25,346.0,930.0,415.0,39.0
1999-08-06,,,,,,,,351.0,341.75,930.0,415.0,39.0
1999-08-09,,,,,,,,353.0,347.0,930.0,415.0,39.0
1999-08-10,,,,,,,,351.5,345.25,930.0,415.0,39.0
1999-08-11,,,,,,,,350.75,344.0,930.0,415.0,39.0
1999-08-12,,,,,,,,352.75,344.5,930.0,415.0,39.0
1999-08-13,,,,,,,,352.0,344.5,930.0,415.0,39.0
1999-08-16,,,,,,,,348.25,341.0,930.0,415.0,39.0
1999-08-17,,,,,,,,347.5,341.25,930.0,415.0,39.0
1999-08-18,,,,,,,,351.75,343.75,930.0,415.0,39.0
1999-08-19,,,,,,,,353.25,345.75,930.0,415.0,39.0
1999-08-20,,,,,,,,357.5,348.0,930.0,415.0,39.0
1999-08-23,,,,,,,,352.0,349.0,930.0,415.0,39.0
1999-08-24,,,,,,,,350.5,346.5,930.0,415.0,39.0
1999-08-25,,,,,,,,348.5,344.5,930.0,415.0,39.0
1999-08-26,,,,,,,,348.5,344.25,927.5,415.0,39.0
1999-08-27,,,,,,,,350.0,343.0,920.0,415.0,39.0
1999-08-30,,,,,,,,349.5,341.0,920.0,415.0,39.0
1999-08-31,,,,,,,,350.25,343.25,920.0,415.0,39.0
1999-09-01,,,,,,,,349.25,344.25,920.0,415.0,39.0
1999-09-02,,,,,,,,350.0,347.0,920.0,415.0,39.0
1999-09-03,,,,,,,,353.25,354.25,920.0,415.0,39.0
1999-09-06,,,,,,,,351.0,353.75,920.0,415.0,39.0
1999-09-07,,,,,,,,354.75,357.75,920.0,415.0,39.0
1999-09-08,,,,,,,,355.0,358.0,920.0,415.0,39.0
1999-09-09,,,,,,,,357.0,357.75,920.0,415.0,39.0
1999-09-10,,,,,,,,360.75,363.5,920.0,415.0,39.0
1999-09-13,,,,,,,,367.25,365.5,920.0,415.0,39.0
1999-09-14,,,,,,,,376.75,372.25,920.0,415.0,39.0
1999-09-15,,,,,,,,376.0,369.75,920.0,415.0,39.0
1999-09-16,,,,,,,,378.0,373.0,920.0,415.0,39.0
1999-09-17,,,,,,,,376.5,370.5,920.0,415.0,39.0
1999-09-20,,,,,,,,375.25,365.5,920.0,415.0,39.0
1999-09-21,,,,,,,,377.5,365.25,920.0,415.0,39.0
1999-09-22,,,,,,,,383.25,370.0,920.0,415.0,39.0
1999-09-23,,,,,,,,379.0,368.5,920.0,415.0,39.0
1999-09-24,,,,,,,,377.25,365.0,920.0,415.0,39.0
1999-09-27,,,,,,,,381.75,363.75,920.0,415.0,39.0
1999-09-28,,,,,,,,401.0,373.5,920.0,415.0,39.0
1999-09-29,,,,,,,,419.5,394.5,920.0,415.0,39.0
1999-09-30,,,,,,,,400.0,382.5,920.0,415.0,39.0
1999-10-01,,,,,,,,416.0,385.5,920.0,415.0,39.0
1999-10-04,,,,,,,,413.0,385.0,920.0,415.0,39.0
1999-10-05,,,,,,,,419.25,391.75,920.0,415.0,39.0
1999-10-06,,,,,,,,412.75,387.25,917.5,415.0,39.0
1999-10-07,,,,,,,,424.75,387.5,910.0,415.0,39.0
1999-10-08,,,,,,,,428.25,394.25,910.0,415.0,39.0
1999-10-11,,,,,,,,425.0,394.75,910.0,415.0,39.0
1999-10-12,,,,,,,,432.25,400.0,910.0,415.0,39.0
1999-10-13,,,,,,,,435.0,394.25,910.0,415.0,39.0
1999-10-14,,,,,,,,437.75,385.75,910.0,415.0,39.0
1999-10-15,,,,,,,,430.25,381.5,910.0,415.0,39.0
1999-10-18,,,,,,,,413.5,382.0,910.0,415.0,39.0
1999-10-19,,,,,,,,414.5,378.75,910.0,415.0,39.0
1999-10-20,,,,,,,,424.0,385.0,910.0,415.0,39.0
1999-10-21,,,,,,,,429.25,389.5,910.0,415.0,39.0
1999-10-22,,,,,,,,433.25,390.0,910.0,415.0,39.0
1999-10-25,,,,,,,,433.5,394.75,910.0,415.0,39.0
1999-10-26,,,,,,,,430.0,396.25,910.0,415.0,39.0
1999-10-27,,,,,,,,415.5,395.0,910.0,415.0,39.0
1999-10-28,,,,,,,,419.75,394.75,910.0,415.0,39.0
1999-10-29,,,,,,,,423.5,395.25,910.0,415.0,39.0
1999-11-01,,,,,,,,420.5,395.0,910.0,415.0,39.0
1999-11-02,,,,,,,,417.75,394.75,910.0,415.0,39.0
1999-11-03,,,,,,,,417.75,393.75,910.0,415.0,39.0
1999-11-04,,,,,,,,421.25,395.0,910.0,415.0,39.0
1999-11-05,,,,,,,,428.0,396.75,910.0,415.0,39.0
1999-11-08,,,,,,,,421.5,397.25,910.0,415.0,39.0
1999-11-09,,,,,,,,427.75,401.75,910.0,415.0,39.0
1999-11-10,,,,,,,,438.5,409.25,910.0,415.0,39.0
1999-11-11,,,,,,,,451.0,418.25,910.0,415.0,39.0
1999-11-12,,,,,,,,450.75,419.0,910.0,415.0,39.0
1999-11-15,,,,,,,,450.75,420.25,910.0,415.0,39.0
1999-11-16,,,,,,,,456.25,418.5,910.0,415.0,39.0
1999-11-17,,,,,,,,454.25,417.0,910.0,415.0,39.0
1999-11-18,,,,,,,,449.25,411.75,910.0,415.0,39.0
1999-11-19,,,,,,,,438.0,400.75,910.0,415.0,39.0
1999-11-22,,,,,,,,431.0,400.75,910.0,415.0,39.0
1999-11-23,,,,,,,,434.25,407.5,910.0,415.0,39.5
1999-11-24,,,,,,,,434.25,406.5,910.0,415.0,41.0
1999-11-25,,,,,,,,445.5,406.0,910.0,415.0,41.0
1999-11-26,,,,,,,,446.0,403.0,910.0,415.0,41.0
1999-11-29,,,,,,,,442.5,401.0,915.0,415.0,41.0
1999-11-30,,,,,,,,441.75,401.0,920.0,415.0,41.0
1999-12-01,,,,,,,,443.0,400.0,920.0,415.0,41.0
1999-12-02,,,,,,,,441.25,402.25,920.0,415.0,41.75
1999-12-03,,,,,,,,439.75,405.25,956.25,415.0,44.0
1999-12-06,,,,,,,,439.0,407.5,978.75,415.0,44.0
1999-12-07,,,,,,,,441.0,413.25,990.0,415.0,44.0
1999-12-08,,,,,,,,441.75,412.0,990.0,415.0,44.0
1999-12-09,,,,,,,,440.5,412.5,995.0,415.0,44.0
1999-12-10,,,,,,,,441.5,415.75,1000.0,415.0,44.0
1999-12-13,,,,,,,,445.25,422.5,1000.0,415.0,44.0
1999-12-14,,,,,,,,450.5,429.0,1000.0,415.0,44.0
1999-12-15,,,,,,,,448.0,435.25,1000.0,415.0,44.0
1999-12-16,,,,,,,,440.5,435.5,1000.0,415.0,44.0
1999-12-17,,,,,,,,441.75,443.75,1000.0,415.0,45.0
1999-12-20,,,,,,,,437.5,448.5,1000.0,415.0,46.0
1999-12-21,,,,,,,,437.25,444.5,1000.0,415.0,46.0
1999-12-22,,,,,,,,441.75,442.25,1000.0,415.0,46.0
1999-12-23,,,,,,,,448.0,444.25,1000.0,415.0,46.0
1999-12-24,,,,,,,,442.5,446.5,1000.0,415.0,46.0
1999-12-27,,,,,,,,443.0,452.0,1000.0,415.0,46.0
1999-12-28,,,,,,,,440.75,449.25,1000.0,415.0,46.0
1999-12-29,,,,,,,,446.25,452.25,1000.0,415.0,46.0
1999-12-30,,,,,,,,450.5,457.5,1000.0,415.0,46.0
2000-01-03,,,,,,,,448.75,455.25,1000.0,415.0,46.0
2000-01-04,,,,,,,,446.0,451.0,1000.0,415.0,46.0
2000-01-05,,,,,,,,432.3333,442.3333,1000.0,415.0,46.0
2000-01-06,,,,,,,,421.75,440.25,1007.5,415.0,46.0
2000-01-07,,,,,,,,418.5,439.5,1030.0,415.0,46.0
2000-01-10,,,,,,,,420.0,447.0,1035.0,415.0,47.0
2000-01-11,,,,,,,,422.0,455.25,1050.0,415.0,48.0
2000-01-12,,,,,,,,422.5,456.0,1057.5,415.0,48.0
2000-01-13,,,,,,,,423.25,449.25,1080.0,415.0,48.0
2000-01-14,,,,,,,,427.25,444.75,1090.0,415.0,49.0
2000-01-17,,,,,,,,434.25,443.75,1107.5,415.0,50.5
2000-01-18,,,,,,,,434.75,442.0,1140.0,415.0,52.0
2000-01-19,,,,,,,,441.5,443.5,1227.5,415.0,52.0
2000-01-20,,,,,,,,448.5,446.25,1316.25,415.0,52.0
2000-01-21,,,,,,,,445.5,455.25,1387.5,415.0,52.5
2000-01-24,,,,,,,,452.25,464.75,1400.0,415.0,54.0
2000-01-25,,,,,,,,461.25,477.5,1400.0,415.0,55.0
2000-01-26,,,,,,,,456.75,477.0,1400.0,415.0,56.0
2000-01-27,,,,,,,,459.25,478.75,1400.0,415.0,57.0
2000-01-28,,,,,,,,490.75,490.75,1400.0,415.0,58.0
2000-01-31,,,,,,,,498.25,489.25,1405.0,415.0,59.0
2000-02-01,,,,,,,,493.5,487.75,1462.5,415.0,60.5
2000-02-02,,,,,,,,495.5,498.25,1675.0,415.0,62.0
2000-02-03,,,,,,,,504.75,505.5,1906.25,415.0,62.0
2000-02-04,,,,,,,,516.0,519.5,2350.0,415.0,62.0
2000-02-07,,,,,,,,527.0,536.5,2350.0,415.0,62.0
2000-02-08,,,,,,,,518.5,559.25,2350.0,415.0,63.5
2000-02-09,,,,,,,,551.25,583.25,2350.0,415.0,65.0
2000-02-10,,,,,,,,554.5,587.5,2350.0,415.0,67.5
2000-02-11,,,,,,,,548.75,589.25,2350.0,415.0,70.0
2000-02-14,,,,,,,,546.75,600.75,2350.0,415.0,70.0
2000-02-15,,,,,,,,538.75,629.75,2387.5,415.0,71.25
2000-02-16,,,,,,,,557.5,667.5,2450.0,415.0,77.5
2000-02-17,,,,,,,,577.5,726.75,2525.0,415.0,80.0
2000-02-18,,,,,,,,537.5,708.75,2525.0,415.0,80.0
2000-02-21,,,,,,,,521.25,746.25,2525.0,415.0,80.0
2000-02-22,,,,,,,,516.25,787.5,2525.0,415.0,80.0
2000-02-23,,,,,,,,513.0,833.75,2525.0,415.0,80.0
2000-02-24,,,,,,,,482.5,746.25,2512.5,415.0,80.0
2000-02-25,,,,,,,,477.0,711.25,2450.0,415.0,80.0
2000-02-28,,,,,,,,476.5,716.25,2381.25,415.0,80.0
2000-02-29,,,,,,,,486.5,746.25,2262.5,415.0,80.0
2000-03-01,,,,,,,,482.5,738.75,2175.0,415.0,80.0
2000-03-02,,,,,,,,480.0,707.5,2150.0,415.0,80.0
2000-03-03,,,,,,,,472.0,672.5,2150.0,415.0,80.0
2000-03-06,,,,,,,,475.75,676.25,2112.5,415.0,80.0
2000-03-07,,,,,,,,475.0,670.0,2050.0,415.0,80.0
2000-03-08,,,,,,,,480.0,693.75,2000.0,415.0,80.0
2000-03-09,,,,,,,,480.0,721.25,2000.0,415.0,80.0
2000-03-10,,,,,,,,481.5,717.5,2000.0,415.0,80.0
2000-03-13,,,,,,,,480.25,716.25,2000.0,415.0,80.0
2000-03-14,,,,,,,,485.0,708.75,2000.0,415.0,80.0
2000-03-15,,,,,,,,485.75,717.5,2000.0,415.0,80.0
2000-03-16,,,,,,,,486.25,721.25,2000.0,415.0,80.0
2000-03-17,,,,,,,,488.5,727.5,2000.0,415.0,80.0
2000-03-20,,,,,,,,492.0,730.0,2000.0,415.0,80.0
2000-03-21,,,,,,,,497.75,708.75,2000.0,415.0,80.0
2000-03-22,,,,,,,,500.75,681.25,2000.0,415.0,80.0
2000-03-23,,,,,,,,494.5,675.0,1987.5,415.0,80.0
2000-03-24,,,,,,,,486.0,662.5,1931.25,415.0,80.0
2000-03-27,,,,,,,,485.0,640.0,1887.5,415.0,80.0
2000-03-28,,,,,,,,481.0,640.0,1856.25,415.0,80.0
2000-03-29,,,,,,,,484.0,633.75,1812.5,415.0,80.0
2000-03-30,,,,,,,,482.0,630.0,1781.25,415.0,80.0
2000-03-31,,,,,,,,487.5,615.0,1737.5,415.0,80.0
2000-04-03,,,,,,,,509.5,601.25,1712.5,415.0,80.0
2000-04-04,,,,,,,,514.0,605.0,1700.0,415.0,80.0
2000-04-05,,,,,,,,523.5,606.25,1700.0,415.0,80.0
2000-04-06,,,,,,,,520.5,607.5,1700.0,415.0,80.0
2000-04-07,,,,,,,,511.25,602.5,1700.0,415.0,80.0
2000-04-10,,,,,,,,490.25,587.5,1700.0,415.0,80.0
2000-04-11,,,,,,,,494.25,567.5,1700.0,415.0,80.0
2000-04-12,,,,,,,,496.25,571.25,1700.0,415.0,81.25
2000-04-13,,,,,,,,501.0,568.75,1725.0,415.0,85.0
2000-04-14,,,,,,,,507.25,570.0,1775.0,415.0,85.0
2000-04-17,,,,,,,,510.75,588.75,1812.5,415.0,85.0
2000-04-18,,,,,,,,505.25,586.25,1875.0,415.0,85.0
2000-04-19,,,,,,,,502.75,592.5,1900.0,415.0,90.0
2000-04-20,,,,,,,,496.75,578.75,1887.5,415.0,92.5
2000-04-24,,,,,,,,484.0,574.0,1850.0,415.0,95.0
2000-04-25,,,,,,,,480.0,575.75,1800.0,415.0,97.5
2000-04-26,,,,,,,,478.75,588.75,1662.5,415.0,100.0
2000-04-27,,,,,,,,480.25,583.75,1600.0,415.0,100.0
2000-04-28,,,,,,,,510.75,602.5,1600.0,415.0,105.0
2000-05-01,,,,,,,,540.0,620.0,1600.0,415.0,110.0
2000-05-02,,,,,,,,542.5,630.0,1600.0,415.0,112.5
2000-05-03,,,,,,,,526.25,603.75,1600.0,415.0,122.5
2000-05-04,,,,,,,,511.5,591.25,1600.0,415.0,125.0
2000-05-05,,,,,,,,518.75,590.0,1600.0,415.0,126.25
2000-05-08,,,,,,,,510.75,588.75,1600.0,415.0,130.0
2000-05-09,,,,,,,,509.5,588.75,1600.0,415.0,130.0
2000-05-10,,,,,,,,515.0,587.5,1612.5,415.0,130.0
2000-05-11,,,,,,,,516.0,582.5,1725.0,415.0,130.0
2000-05-12,,,,,,,,517.5,583.75,1762.5,415.0,130.0
2000-05-15,,,,,,,,517.5,577.5,1825.0,415.0,130.0
